,Job_Seeker_ID,Num_26_full,Den_26_full,Num_26_path,Den_26_path,Num_26_wrkast,Den_26_wrkast
0,39164019,0,0,,,,
0,7574050709,0,0,,,,
0,1747697609,1,1,,,,
0,1515400,0,0,,,,
0,2490946609,0,0,,,,
0,3779410,0,0,,,,
0,2410775909,0,0,,,,
0,9669451003,1,1,,,,
0,6636281109,1,1,,,,
0,1874514007,1,1,,,,
0,6693275019,0,1,,,,
0,8901781119,0,1,,,,
0,9163612007,1,1,,,,
0,5219747509,0,0,,,,
0,2623691003,0,0,,,,
0,2531375119,0,1,,,,
0,7929145004,0,0,,,,
0,1066131003,1,1,,,,
0,4422211004,0,0,,,,
0,5780651909,1,1,,,,
0,7619040909,1,1,,,,
0,6231506609,0,0,,,,
0,1575621609,0,0,,,,
0,1260200,0,0,,,,
0,5730894409,0,0,,,,
0,444670003,0,0,,,,
0,2464820,0,1,,,,
0,4857477409,,,0,0,,
0,7004432209,0,0,,,,
0,73119709,1,1,,,,
0,800465019,0,0,,,,
0,9896692809,1,1,,,,
0,737386809,0,1,,,,
0,2472266709,1,1,,,,
0,2365305109,1,1,,,,
0,269270003,1,1,,,,
0,287871003,0,0,,,,
0,1702531003,1,1,,,,
0,9478849009,0,0,,,,
0,6510461609,0,0,,,,
0,6736190609,0,0,,,,
0,69745209,1,1,,,,
0,3000474509,0,0,,,,
0,5413980,1,1,,,,
0,1898825509,1,1,,,,
0,5557003,1,1,,,,
0,7663627109,0,1,,,,
0,198222709,0,0,,,,
0,7224660509,1,1,,,,
0,1112547109,1,1,,,,
0,4682825609,0,0,,,,
0,4543290509,0,1,,,,
0,2170360,0,1,,,,
0,3110170,1,1,,,,
0,5391970,1,1,,,,
0,1088913809,0,0,,,,
0,8948854509,0,0,,,,
0,2477460,0,1,,,,
0,7328981809,0,0,,,,
0,2905320,0,0,,,,
0,4670309,1,1,,,,
0,7312001509,0,1,,,,
0,2478710019,0,0,,,,
0,272650019,0,0,,,,
0,7243117019,0,1,,,,
0,5050631007,0,1,,,,
0,3000352809,1,1,,,,
0,3198404019,0,0,,,,
0,9633419019,0,1,,,,
0,6994090509,0,0,,,,
0,978256409,0,0,,,,
0,6170228509,0,0,,,,
0,1411566609,0,0,,,,
0,948626409,1,1,,,,
0,1556319409,0,0,,,,
0,290413004,0,0,,,,
0,6674010003,1,1,,,,
0,8992872409,1,1,,,,
0,2268656309,0,0,,,,
0,6509720003,1,1,,,,
0,9081498409,0,0,,,,
0,2971440809,0,1,,,,
0,2020761004,1,1,,,,
0,882918909,1,1,,,,
0,9087072909,1,1,,,,
0,7282861909,1,1,,,,
0,1695766909,0,0,,,,
0,932000003,0,0,,,,
0,1289940909,0,0,,,,
0,855201019,0,0,,,,
0,6119106909,0,1,,,,
0,6547224003,1,1,,,,
0,5041927509,,,0,0,,
0,6966306909,1,1,,,,
0,5247673409,1,1,,,,
0,4404591007,0,0,,,,
0,6976134509,1,1,,,,
0,4433903004,1,1,,,,
0,5641795019,1,1,,,,
0,941655309,1,1,,,,
0,6624354004,0,1,,,,
0,353631004,0,0,,,,
0,6947054509,1,1,,,,
0,6324746019,0,0,,,,
0,7314607809,0,1,,,,
0,1773550709,1,1,,,,
0,951690,0,1,,,,
0,315222009,1,1,,,,
0,4630097003,0,1,,,,
0,5919950,1,1,,,,
0,12818070,0,1,,,,
0,8621142019,0,0,,,,
0,911493909,0,1,,,,
0,4668496609,1,1,,,,
0,5420858609,1,1,,,,
0,7161879309,1,1,,,,
0,629982409,1,1,,,,
0,7347289909,0,1,,,,
0,5465684509,0,0,,,,
0,5343371019,1,1,,,,
0,5260525019,0,1,,,,
0,13572200,0,1,,,,
0,9739509509,0,0,,,,
0,4871686509,0,1,,,,
0,7397259109,1,1,,,,
0,6141811709,1,1,,,,
0,5757330909,1,1,,,,
0,795616509,0,1,,,,
0,4102309709,1,1,,,,
0,8267551019,1,1,,,,
0,5242400,1,1,,,,
0,3653002309,0,1,,,,
0,1377338709,0,1,,,,
0,114313003,0,1,,,,
0,956400,1,1,,,,
0,6512806309,1,1,,,,
0,471640003,1,1,,,,
0,2461012004,1,1,,,,
0,54946909,1,1,,,,
0,8084184909,1,1,,,,
0,4869522309,1,1,,,,
0,4184720,1,1,,,,
0,6289630007,1,1,,,,
0,8777582709,1,1,,,,
0,9810398609,1,1,,,,
0,6157850007,1,1,,,,
0,4867610709,1,1,,,,
0,1667252609,1,1,,,,
0,4645250509,1,1,,,,
0,7439187409,1,1,,,,
0,2191545004,1,1,,,,
0,7446281005,1,1,,,,
0,7475791004,1,1,,,,
0,1590197003,1,1,,,,
0,3970086209,1,1,,,,
0,455367509,1,1,,,,
0,9897819009,1,1,,,,
0,4711135509,1,1,,,,
0,9426985709,1,1,,,,
0,5858035809,1,1,,,,
0,4124502809,,,1,1,,
0,6186022004,1,1,,,,
0,3692323509,1,1,,,,
0,8546780,1,1,,,,
0,5312450,1,1,,,,
0,9920000006,1,1,,,,
0,218152003,1,1,,,,
0,8302746609,1,1,,,,
0,3003575909,1,1,,,,
0,4019064509,1,1,,,,
0,3611762509,1,1,,,,
0,4435298909,1,1,,,,
0,884483004,1,1,,,,
0,9626933209,1,1,,,,
0,661171209,1,1,,,,
0,6199081809,1,1,,,,
0,136713909,1,1,,,,
0,2902449409,1,1,,,,
0,1237593609,1,1,,,,
0,5194831709,1,1,,,,
0,7195001709,1,1,,,,
0,774749509,1,1,,,,
0,732051003,1,1,,,,
0,5144997709,1,1,,,,
0,2180551909,1,1,,,,
0,5632893809,1,1,,,,
0,9763828809,1,1,,,,
0,2378336409,1,1,,,,
0,7883968909,1,1,,,,
0,2476240019,1,1,,,,
0,9601582003,1,1,,,,
0,3267363003,1,1,,,,
0,5640241809,1,1,,,,
0,9627117003,1,1,,,,
0,8979930,1,1,,,,
0,734501003,1,1,,,,
0,4937482019,1,1,,,,
0,3113876009,1,1,,,,
0,4088820109,1,1,,,,
0,4077030,1,1,,,,
0,5110310,1,1,,,,
0,3127522309,1,1,,,,
0,663845809,1,1,,,,
0,8242386003,1,1,,,,
0,1278200,1,1,,,,
0,7749774004,1,1,,,,
0,1663136003,1,1,,,,
0,2317417009,1,1,,,,
0,7019739509,1,1,,,,
0,5998113709,1,1,,,,
0,1486982019,1,1,,,,
0,88838709,1,1,,,,
0,7857472509,1,1,,,,
0,7869820003,1,1,,,,
0,9376576003,1,1,,,,
0,468625409,1,1,,,,
0,913740119,1,1,,,,
0,9717067609,1,1,,,,
0,1390858909,1,1,,,,
0,17118003,1,1,,,,
0,1677180,1,1,,,,
0,3369610003,1,1,,,,
0,4854935003,1,1,,,,
0,1334882509,1,1,,,,
0,10128270,,,1,1,,
0,63542009,1,1,,,,
0,5121510,1,1,,,,
0,9886833509,1,1,,,,
0,2106130909,1,1,,,,
0,708369109,1,1,,,,
0,3282720,1,1,,,,
0,2945435809,1,1,,,,
0,8361049809,1,1,,,,
0,8197210509,1,1,,,,
0,1169030,1,1,,,,
0,5229739809,1,1,,,,
0,8598667109,1,1,,,,
0,463100006,1,1,,,,
0,910891709,1,1,,,,
0,8121370,1,1,,,,
0,8601003,1,1,,,,
0,1260992609,1,1,,,,
0,5971329409,1,1,,,,
0,4305122909,1,1,,,,
0,920888019,1,1,,,,
0,869781709,1,1,,,,
0,805368709,1,1,,,,
0,11946730,1,1,,,,
0,12104950,1,1,,,,
0,1839290,1,1,,,,
0,7393718003,1,1,,,,
0,9401224019,1,1,,,,
0,7627786809,1,1,,,,
0,1892372003,1,1,,,,
0,4478302003,1,1,,,,
0,1171971409,1,1,,,,
0,3977946003,1,1,,,,
0,5848470,0,1,,,,
0,2919039609,1,1,,,,
0,14310910,1,1,,,,
0,1795472019,1,1,,,,
0,8891242119,1,1,,,,
0,2306721909,1,1,,,,
0,2238834409,1,1,,,,
0,6297926109,1,1,,,,
0,7613249609,1,1,,,,
0,6916688209,1,1,,,,
0,9893412709,1,1,,,,
0,2066111909,1,1,,,,
0,2218234009,1,1,,,,
0,9611720,1,1,,,,
0,5634413003,1,1,,,,
0,9951144509,1,1,,,,
0,1117558209,1,1,,,,
0,2565768409,1,1,,,,
0,9769332009,1,1,,,,
0,8331296509,1,1,,,,
0,938697003,1,1,,,,
0,6729734709,1,1,,,,
0,401449609,1,1,,,,
0,7398711005,1,1,,,,
0,2251802019,1,1,,,,
0,5843530,1,1,,,,
0,1495310,1,1,,,,
0,5378792809,1,1,,,,
0,2263985019,1,1,,,,
0,609202309,1,1,,,,
0,7585126909,1,1,,,,
0,953072019,1,1,,,,
0,4125376109,1,1,,,,
0,1512129309,1,1,,,,
0,2769147109,1,1,,,,
0,7847782209,1,1,,,,
0,9326562909,1,1,,,,
0,302981003,1,1,,,,
0,473095509,1,1,,,,
0,9616121609,1,1,,,,
0,4971846003,1,1,,,,
0,1224663109,1,1,,,,
0,4689190,1,1,,,,
0,3774946019,1,1,,,,
0,9840570509,1,1,,,,
0,96115609,1,1,,,,
0,4101812909,1,1,,,,
0,2471000008,1,1,,,,
0,854054809,1,1,,,,
0,6985635709,1,1,,,,
0,9394653004,1,1,,,,
0,844258809,1,1,,,,
0,9371715003,1,1,,,,
0,4986560,1,1,,,,
0,8483820209,1,1,,,,
0,2600920709,1,1,,,,
0,5545234809,1,1,,,,
0,3805952209,1,1,,,,
0,2550187019,1,1,,,,
0,8870331109,,,1,1,,
0,8900551019,1,1,,,,
0,6270806909,1,1,,,,
0,8542132007,1,1,,,,
0,3283670,1,1,,,,
0,4100253909,1,1,,,,
0,981940,1,1,,,,
0,1050752809,1,1,,,,
0,9641014019,1,1,,,,
0,10122760,1,1,,,,
0,9766827003,1,1,,,,
0,106323909,1,1,,,,
0,13884910,1,1,,,,
0,69424209,1,1,,,,
0,1788778509,1,1,,,,
0,9414897509,1,1,,,,
0,2145621609,1,1,,,,
0,3186339909,0,0,,,,
0,4026810,1,1,,,,
0,9126710006,1,1,,,,
0,9716802709,1,1,,,,
0,3593417609,1,1,,,,
0,14237300,1,1,,,,
0,716506909,1,1,,,,
0,11698830,1,1,,,,
0,728592009,1,1,,,,
0,4939297003,1,1,,,,
0,5276400,1,1,,,,
0,6742941709,1,1,,,,
0,4221220,1,1,,,,
0,800313003,1,1,,,,
0,1879784009,1,1,,,,
0,8646439909,1,1,,,,
0,9909874019,,,1,1,,
0,10015430,1,1,,,,
0,7280242119,1,1,,,,
0,4237305609,1,1,,,,
0,3071600001,0,0,,,,
0,909345609,1,1,,,,
0,3670455409,1,1,,,,
0,423974409,1,1,,,,
0,3531951709,1,1,,,,
0,14374109,1,1,,,,
0,8217668009,1,1,,,,
0,14074320,1,1,,,,
0,3831875209,1,1,,,,
0,5551225909,1,1,,,,
0,4433333019,1,1,,,,
0,6675951709,1,1,,,,
0,8685261003,1,1,,,,
0,2463227309,0,0,,,,
0,452670,1,1,,,,
0,9397837003,1,1,,,,
0,5001222119,1,1,,,,
0,5589099809,1,1,,,,
0,144683809,1,1,,,,
0,451780,1,1,,,,
0,1570534409,1,1,,,,
0,41490007,1,1,,,,
0,9359495003,1,1,,,,
0,13504540,1,1,,,,
0,4271260,1,1,,,,
0,5442327709,1,1,,,,
0,2804014309,1,1,,,,
0,7600010,1,1,,,,
0,3756892003,1,1,,,,
0,5554280,1,1,,,,
0,4912775003,1,1,,,,
0,288651309,1,1,,,,
0,5563280,1,1,,,,
0,3485620,1,1,,,,
0,9489035909,1,1,,,,
0,2157279909,1,1,,,,
0,5567700,1,1,,,,
0,4232761709,1,1,,,,
0,1715830,1,1,,,,
0,626763109,1,1,,,,
0,8453660,1,1,,,,
0,6871386309,1,1,,,,
0,9786011709,1,1,,,,
0,7006980109,1,1,,,,
0,5212803909,1,1,,,,
0,6403420109,1,1,,,,
0,583620006,1,1,,,,
0,462190,1,1,,,,
0,6620892007,1,1,,,,
0,1737861007,1,1,,,,
0,3544114003,1,1,,,,
0,1291020809,1,1,,,,
0,2016832909,1,1,,,,
0,9583657909,1,1,,,,
0,1735214509,,,1,1,,
0,9594721005,1,1,,,,
0,7847616609,1,1,,,,
0,4007127003,1,1,,,,
0,5949449409,1,1,,,,
0,930577609,1,1,,,,
0,1986860004,1,1,,,,
0,2416123019,1,1,,,,
0,4758320,1,1,,,,
0,6831794004,1,1,,,,
0,3952526003,1,1,,,,
0,8301414019,1,1,,,,
0,3151028409,1,1,,,,
0,3442310003,1,1,,,,
0,9022190309,1,1,,,,
0,8763981003,1,1,,,,
0,809901509,1,1,,,,
0,8222930002,1,1,,,,
0,5906032109,1,1,,,,
0,5516544509,1,1,,,,
0,9115890003,1,1,,,,
0,4742107709,1,1,,,,
0,7072823709,1,1,,,,
0,9541452109,1,1,,,,
0,9347410007,1,1,,,,
0,5822711709,1,1,,,,
0,7051450709,1,1,,,,
0,15361490,1,1,,,,
0,53717809,1,1,,,,
0,102306509,1,1,,,,
0,7722870119,,,1,1,,
0,9751061109,1,1,,,,
0,7698970909,1,1,,,,
0,1141377709,1,1,,,,
0,6310602007,1,1,,,,
0,4029610,1,1,,,,
0,3510892007,1,1,,,,
0,1650722003,1,1,,,,
0,7057458409,1,1,,,,
0,16375370,1,1,,,,
0,5537650,1,1,,,,
0,9220445809,1,1,,,,
0,4445971003,1,1,,,,
0,2371059909,1,1,,,,
0,1123590003,1,1,,,,
0,8755221004,1,1,,,,
0,7311100004,1,1,,,,
0,5838440,,,0,0,,
0,8962217909,1,1,,,,
0,3700111509,1,1,,,,
0,9656752809,1,1,,,,
0,8955210001,1,1,,,,
0,4847724409,1,1,,,,
0,7662712309,1,1,,,,
0,3871420,1,1,,,,
0,2525061007,1,1,,,,
0,7122311309,1,1,,,,
0,5135725009,1,1,,,,
0,3750068409,1,1,,,,
0,6452649709,1,1,,,,
0,8532530,1,1,,,,
0,3987010,1,1,,,,
0,9793840,1,1,,,,
0,13802530,,,1,1,,
0,141434909,1,1,,,,
0,878604019,1,1,,,,
0,2719928609,1,1,,,,
0,9739443309,1,1,,,,
0,996520909,1,1,,,,
0,3141418009,1,1,,,,
0,7320820,1,1,,,,
0,1007010,1,1,,,,
0,8011829109,1,1,,,,
0,6311446509,1,1,,,,
0,4816141003,1,1,,,,
0,2360321003,1,1,,,,
0,9532075609,1,1,,,,
0,2973314409,1,1,,,,
0,9873448409,1,1,,,,
0,7384107609,1,1,,,,
0,3513795909,1,1,,,,
0,2439584019,1,1,,,,
0,1619211109,1,1,,,,
0,889377003,1,1,,,,
0,1649315609,1,1,,,,
0,795086909,1,1,,,,
0,5866970,1,1,,,,
0,2401731019,1,1,,,,
0,4998391003,1,1,,,,
0,9524021409,1,1,,,,
0,4810235004,1,1,,,,
0,456539109,1,1,,,,
0,7074238003,1,1,,,,
0,4147662019,1,1,,,,
0,2122822009,1,1,,,,
0,736487409,1,1,,,,
0,4541243909,1,1,,,,
0,1907182509,1,1,,,,
0,4262570,1,1,,,,
0,6419938509,1,1,,,,
0,4066336019,1,1,,,,
0,4089155019,1,1,,,,
0,580683109,1,1,,,,
0,516691003,1,1,,,,
0,3468048003,1,1,,,,
0,7566946209,1,1,,,,
0,5922656009,1,1,,,,
0,4007321003,1,1,,,,
0,12758880,1,1,,,,
0,3244603909,1,1,,,,
0,4537887809,1,1,,,,
0,14679480,1,1,,,,
0,5952031409,1,1,,,,
0,7439575019,1,1,,,,
0,4584001019,1,1,,,,
0,6018161004,1,1,,,,
0,9905112709,1,1,,,,
0,429048309,1,1,,,,
0,5057450909,1,1,,,,
0,759699009,1,1,,,,
0,8900787909,1,1,,,,
0,9429795019,1,1,,,,
0,4963935007,1,1,,,,
0,430844003,1,1,,,,
0,6137390004,1,1,,,,
0,8684843309,1,1,,,,
0,338660004,1,1,,,,
0,5153670,1,1,,,,
0,4268130004,1,1,,,,
0,4103314309,1,1,,,,
0,6523214019,1,1,,,,
0,4726406003,1,1,,,,
0,7817905019,1,1,,,,
0,1936149909,1,1,,,,
0,2822633119,1,1,,,,
0,6333833409,1,1,,,,
0,3693130119,1,1,,,,
0,8991264004,1,1,,,,
0,82960,1,1,,,,
0,4312320004,1,1,,,,
0,1049700,1,1,,,,
0,5197590,1,1,,,,
0,2279562109,1,1,,,,
0,26646003,1,1,,,,
0,5440410809,1,1,,,,
0,4627812003,1,1,,,,
0,9551037609,1,1,,,,
0,9369030003,1,1,,,,
0,350078609,1,1,,,,
0,1625949909,1,1,,,,
0,646593019,1,1,,,,
0,1942361809,1,1,,,,
0,1861250008,1,1,,,,
0,8024550,1,1,,,,
0,3678730004,1,1,,,,
0,1503517019,1,1,,,,
0,1949465019,1,1,,,,
0,1906198809,1,1,,,,
0,2454346809,1,1,,,,
0,1785477409,1,1,,,,
0,5012823019,1,1,,,,
0,490564119,1,1,,,,
0,5293550,1,1,,,,
0,4206384509,1,1,,,,
0,5690633909,1,1,,,,
0,8756206019,1,1,,,,
0,5259760109,1,1,,,,
0,16092730,1,1,,,,
0,7167020809,1,1,,,,
0,4219621509,1,1,,,,
0,3587072909,1,1,,,,
0,4917090,1,1,,,,
0,1366823019,1,1,,,,
0,5218570609,1,1,,,,
0,441750209,1,1,,,,
0,14857410,1,1,,,,
0,9538977003,1,1,,,,
0,8859008509,1,1,,,,
0,4050345119,1,1,,,,
0,7051240019,1,1,,,,
0,4794051009,1,1,,,,
0,4434826003,1,1,,,,
0,603730,1,1,,,,
0,5832879109,1,1,,,,
0,4080873709,1,1,,,,
0,4799500,1,1,,,,
0,247298409,1,1,,,,
0,1294535109,1,1,,,,
0,6693109609,1,1,,,,
0,7548892909,1,1,,,,
0,179991003,1,1,,,,
0,8249812009,1,1,,,,
0,2787723003,1,1,,,,
0,759600003,1,1,,,,
0,7854797809,,,1,1,,
0,222178509,1,1,,,,
0,2310263909,1,1,,,,
0,8978042019,1,1,,,,
0,454436509,1,1,,,,
0,623885809,1,1,,,,
0,2614470,1,1,,,,
0,4477210001,1,1,,,,
0,5708934609,1,1,,,,
0,9830810109,,,1,1,,
0,1582443809,1,1,,,,
0,4695544109,,,1,1,,
0,3177608409,1,1,,,,
0,6010687809,1,1,,,,
0,257901007,1,1,,,,
0,1351228309,1,1,,,,
0,4776633003,1,1,,,,
0,5329955709,1,1,,,,
0,12679070,1,1,,,,
0,5416684209,1,1,,,,
0,3127581004,1,1,,,,
0,1263672609,1,1,,,,
0,8836179709,1,1,,,,
0,1776036709,1,1,,,,
0,8952690003,1,1,,,,
0,1427683004,1,1,,,,
0,6705905809,1,1,,,,
0,9195769109,,,1,1,,
0,8098052004,1,1,,,,
0,2317201003,1,1,,,,
0,1617027509,1,1,,,,
0,8327978509,1,1,,,,
0,13360830,1,1,,,,
0,3061300006,1,1,,,,
0,4666329109,1,1,,,,
0,1793891007,1,1,,,,
0,4922086609,1,1,,,,
0,1974396909,1,1,,,,
0,6492265019,1,1,,,,
0,9225874909,1,1,,,,
0,8366220003,1,1,,,,
0,1147550909,1,1,,,,
0,5165650909,1,1,,,,
0,8696546009,1,1,,,,
0,2809030003,1,1,,,,
0,8767083019,1,1,,,,
0,7561169019,1,1,,,,
0,799176809,1,1,,,,
0,4923810,1,1,,,,
0,4659251809,1,1,,,,
0,9321217509,1,1,,,,
0,2212465007,1,1,,,,
0,695410,1,1,,,,
0,7819095003,1,1,,,,
0,200403019,1,1,,,,
0,8108166003,1,1,,,,
0,4374090,1,1,,,,
0,4778070609,1,1,,,,
0,1739200709,1,1,,,,
0,2497485509,1,1,,,,
0,9148134609,1,1,,,,
0,3477445909,1,1,,,,
0,4408666509,1,1,,,,
0,15722980,1,1,,,,
0,8657950309,1,1,,,,
0,9223511709,1,1,,,,
0,6546644609,1,1,,,,
0,6406010509,1,1,,,,
0,170958509,1,1,,,,
0,6949152309,1,1,,,,
0,613089609,1,1,,,,
0,2206851003,1,1,,,,
0,14304660,1,1,,,,
0,6470537509,1,1,,,,
0,111087609,1,1,,,,
0,7988363909,1,1,,,,
0,7503773004,1,1,,,,
0,5101861509,1,1,,,,
0,6454775809,1,1,,,,
0,4954922309,1,1,,,,
0,12906330,1,1,,,,
0,5047910008,1,1,,,,
0,7768280,1,1,,,,
0,1591054409,1,1,,,,
0,5292550,1,1,,,,
0,3067516019,1,1,,,,
0,2770446019,1,1,,,,
0,160650,1,1,,,,
0,586533709,1,1,,,,
0,350053409,1,1,,,,
0,5970613909,1,1,,,,
0,3870700,1,1,,,,
0,6818436809,1,1,,,,
0,5884164409,1,1,,,,
0,6941973709,1,1,,,,
0,715452109,1,1,,,,
0,5079827909,1,1,,,,
0,4735706003,1,1,,,,
0,13927300,1,1,,,,
0,154043809,1,1,,,,
0,319131709,1,1,,,,
0,7222784809,1,1,,,,
0,8064961809,1,1,,,,
0,5619670007,1,1,,,,
0,1496093004,1,1,,,,
0,2321089609,1,1,,,,
0,9071133609,1,1,,,,
0,3559330,1,1,,,,
0,5723547509,1,1,,,,
0,11435650,1,1,,,,
0,5385520,1,1,,,,
0,6767064309,1,1,,,,
0,5311033509,1,1,,,,
0,6070446019,1,1,,,,
0,7123435109,1,1,,,,
0,16784620,1,1,,,,
0,12565720,1,1,,,,
0,7546923019,1,1,,,,
0,1073750,1,1,,,,
0,8092633119,1,1,,,,
0,4541188709,1,1,,,,
0,1764250008,1,1,,,,
