CONTRACT_ID,SITE_NAME,SPECIALTY_CD,NUMERATOR,DENOMINATOR
0212815C,AimBig Employment CHARLESTOWN,AALL,0,3
0212884E,AimBig Employment CHARLESTOWN,AALL,0,1
0212884E,AimBig Employment BROADMEADOW,AALL,11,74
0212816D,AimBig Employment SINGLETON,AALL,3,20
0212885F,AimBig Employment SINGLETON,AALL,1,23
0212817E,AimBig Employment BROADMEADOWS,AALL,11,68
0212817E,AimBig Employment MOONEE PONDS,AALL,15,136
0212817E,AimBig Employment CRAIGIEBURN,AALL,9,75
0212817E,AimBig Employment Pty Ltd SUNBURY,AALL,0,0
0212817E,AimBig Employment Pty Ltd COBURG,AALL,0,0
0212817E,AimBig Employment GLENROY,AALL,0,10
0212886G,AimBig Employment CRAIGIEBURN,AALL,1,45
0212886G,AimBig Employment BROADMEADOWS,AALL,4,57
0212886G,AimBig Employment MOONEE PONDS,AALL,7,99
0212886G,AimBig Employment Pty Ltd COBURG,AALL,0,0
0212886G,AimBig Employment Pty Ltd SUNBURY,AALL,0,0
0212886G,AimBig Employment GLENROY,AALL,0,4
0212819G,AimBig Employment Pty Ltd MORNINGTON,MUSK,0,0
0212818F,AimBig Employment FRANKSTON,MENH,6,58
0212818F,AimBig Employment Pty Ltd CAPEL SOUND,MENH,0,0
0212818F,AimBig Employment Pty Ltd MORNINGTON,MENH,0,0
0212819G,AimBig Employment FRANKSTON,MUSK,2,27
0212820K,AimBig Employment Pty Ltd RESERVOIR,MENH,0,1
0212820K,AimBig Employment Pty Ltd PRESTON,MENH,0,0
0212820K,AimBig Employment Pty Ltd THOMASTOWN,MENH,0,0
0212821A,AimBig Employment HEIDELBERG,MUSK,1,9
0212821A,AimBig Employment EPPING,MUSK,4,19
0212821A,AimBig Employment Pty Ltd PRESTON,MUSK,0,0
0212821A,AimBig Employment Pty Ltd THOMASTOWN,MUSK,0,0
0212821A,AimBig Employment Pty Ltd RESERVOIR,MUSK,0,0
0212820K,AimBig Employment EPPING,MENH,3,52
0212820K,AimBig Employment HEIDELBERG,MENH,2,35
0212822B,AimBig Employment Pty Ltd BACCHUS MARSH,MENH,0,0
0212822B,AimBig Employment SUNSHINE,MENH,1,26
0212822B,AimBig Employment NEWPORT,MENH,1,20
0212822B,AimBig Employment WERRIBEE,MENH,8,82
0212822B,AimBig Employment TAYLORS LAKES,MENH,0,27
0212822B,AimBig Employment Pty Ltd ST ALBANS,MENH,0,1
0212822B,AimBig Employment Pty Ltd MELTON,MENH,0,1
0212822B,AimBig Employment Pty Ltd HOPPERS CROSSING,MENH,0,1
0212823C,AimBig Employment NEWPORT,MUSK,1,25
0212823C,AimBig Employment SUNSHINE,MUSK,4,38
0212823C,AimBig Employment WERRIBEE,MUSK,7,56
0212823C,AimBig Employment TAYLORS LAKES,MUSK,6,61
0212823C,AimBig Employment Pty Ltd HOPPERS CROSSING,MUSK,0,0
0212823C,AimBig Employment Pty Ltd MELTON,MUSK,0,1
0212823C,AimBig Employment Pty Ltd ST ALBANS,MUSK,0,3
0212824D,AimBig Employment MELBOURNE,MENH,1,31
0212825E,AimBig Employment MELBOURNE,MUSK,0,17
0212887H,AimBig Employment NAMBUCCA HEADS,AALL,1,6
0212887H,AimBig Employment COFFS HARBOUR,AALL,2,31
0212826F,AimBig Employment NAMBUCCA HEADS,AALL,2,6
0212826F,AimBig Employment COFFS HARBOUR,AALL,3,19
0212888J,AimBig Employment PORT MACQUARIE,AALL,4,28
0212827G,AimBig Employment PORT MACQUARIE,AALL,2,19
0212828H,AimBig Employment Pty Ltd. ARMIDALE,AALL,0,0
0212889K,AimBig Employment INVERELL,AALL,9,44
0212889K,AimBig Employment GLEN INNES,AALL,1,34
0212828H,AimBig Employment INVERELL,AALL,5,30
0212889K,AimBig Employment Pty Ltd. ARMIDALE,AALL,0,3
0212828H,AimBig Employment GLEN INNES,AALL,1,20
0212890C,AimBig Employment CASINO,AALL,0,7
0212890C,AimBig Employment LISMORE,AALL,0,12
0212829J,AimBig Employment LISMORE,AALL,2,28
0212829J,AimBig Employment CASINO,AALL,1,16
0212830B,AimBig Employment BERRIMAH,AALL,5,15
0212830B,AimBig Employment CASUARINA,AALL,6,22
0212891D,AimBig Employment CASUARINA,AALL,3,23
0212891D,AimBig Employment BERRIMAH,AALL,3,13
0212891D,AimBig Employment DARWIN CITY,AALL,0,0
0212830B,AimBig Employment DARWIN CITY,AALL,0,1
0212832D,AimBig Employment ROCKINGHAM,MUSK,3,16
0212831C,AimBig Employment ROCKINGHAM,MENH,6,46
0212834F,AimBig Employment JOONDALUP,MUSK,1,18
0212833E,AimBig Employment JOONDALUP,MENH,6,33
0212834F,AimBig Employment OSBORNE PARK OSBORNE PARK,MUSK,0,0
0212833E,AimBig Employment OSBORNE PARK,MENH,0,1
0212834F,AimBig Employment OSBORNE PARK,MUSK,0,0
0212835G,AimBig Employment DEAKIN,MENH,1,6
0212835G,AimBig Employment PHILLIP,MENH,0,7
0212836H,AimBig Employment PHILLIP,MUSK,0,1
0212836H,AimBig Employment DEAKIN,MUSK,0,4
0212897K,AimBig Employment CHINCHILLA,AALL,5,25
0212897K,AimBig Employment DALBY,AALL,5,28
0212897K,AimBig Employment ROMA,AALL,2,15
0212897K,AimBig Employment MILES,AALL,0,11
0212838K,AimBig Employment DALBY,AALL,3,40
0212838K,AimBig Employment CHINCHILLA,AALL,3,13
0212838K,AimBig Employment MILES,AALL,1,10
0212838K,AimBig Employment ROMA,AALL,1,7
0212840D,AimBig Employment CAMPSIE,MUSK,0,11
0212840D,AimBig Employment BANKSTOWN,MUSK,0,28
0212839K,AimBig Employment BANKSTOWN,MENH,2,25
0212839K,AimBig Employment CAMPSIE,MENH,0,19
0212898K,AimBig Employment MERRYLANDS,AALL,0,0
0212898K,AimBig Employment PARRAMATTA,AALL,5,50
0212841E,AimBig Employment MERRYLANDS,AALL,0,0
0212898K,AimBig Employment HORNSBY,AALL,2,18
0212898K,AimBig Employment BAULKHAM HILLS,AALL,4,38
0212898K,AimBig Employment AUBURN,AALL,1,29
0212841E,AimBig Employment PARRAMATTA,AALL,11,54
0212841E,AimBig Employment BAULKHAM HILLS,AALL,4,33
0212841E,AimBig Employment AUBURN,AALL,3,59
0212841E,AimBig Employment HORNSBY,AALL,1,14
0212843G,AimBig Employment BONDI JUNCTION,MUSK,2,22
0212842F,AimBig Employment BONDI JUNCTION,MENH,4,38
0212844H,AimBig Employment CABRAMATTA,AALL,2,43
0212844H,AimBig Employment FAIRFIELD,AALL,7,61
0212899A,AimBig Employment CABRAMATTA,AALL,1,18
0212899A,AimBig Employment FAIRFIELD,AALL,3,42
0212845J,AimBig Employment SURRY HILLS,AALL,4,69
0212845J,AimBig Employment LEICHHARDT,AALL,6,80
0212845J,AimBig Employment SYDNEY,AALL,2,23
0212845J,AimBig Employment MARRICKVILLE,AALL,0,25
0212845J,AimBig Employment DARLINGHURST,AALL,3,32
0212900K,AimBig Employment SURRY HILLS,AALL,4,66
0212900K,AimBig Employment LEICHHARDT,AALL,4,72
0212900K,AimBig Employment DARLINGHURST,AALL,2,27
0212900K,AimBig Employment MARRICKVILLE,AALL,0,42
0212900K,AimBig Employment SYDNEY,AALL,0,36
0212846K,AimBig Employment BURWOOD,MENH,0,47
0212847K,AimBig Employment BURWOOD,MUSK,0,24
0212848A,AimBig Employment LIVERPOOL,AALL,0,61
0212901A,AimBig Employment LIVERPOOL,AALL,0,42
0212849B,AimBig Employment INGLEBURN,AALL,2,24
0212849B,AimBig Employment CAMPBELLTOWN,AALL,7,57
0212902B,AimBig Employment CAMPBELLTOWN,AALL,8,54
0212902B,AimBig Employment INGLEBURN,AALL,0,17
0212850F,AimBig Employment PENRITH,AALL,5,51
0212850F,Aimbig Employment WINDSOR,AALL,0,0
0212850F,Aimbig Employment RICHMOND,AALL,0,0
0212903C,Aimbig Employment WINDSOR,AALL,0,0
0212903C,Aimbig Employment RICHMOND,AALL,0,0
0212903C,AimBig Employment PENRITH,AALL,10,67
0212852H,AimBig Employment RYDE,MUSK,0,18
0212852H,AimBig Employment CHATSWOOD,MUSK,0,14
0212851G,AimBig Employment CHATSWOOD,MENH,1,28
0212851G,AimBig Employment RYDE,MENH,4,38
0212851G,AimBig Employment BROOKVALE,MENH,0,13
0212852H,AimBig Employment BROOKVALE,MUSK,3,16
0212854K,AimBig Employment MOUNT DRUITT,MUSK,3,16
0212853J,AimBig Employment BLACKTOWN,MENH,0,1
0212853J,AimBig Employment MOUNT DRUITT,MENH,7,33
0212854K,AimBig Employment BLACKTOWN,MUSK,0,0
0212904D,AimBig Employment HURSTVILLE,AALL,0,35
0212855K,AimBig Employment HURSTVILLE,AALL,0,22
0212855K,AimBig Employment ROCKDALE,AALL,3,31
0212855K,AimBig Employment MIRANDA,AALL,2,35
0212904D,AimBig Employment MIRANDA,AALL,3,39
0212904D,AimBig Employment ROCKDALE,AALL,1,23
0212856A,AimBig Employment WOLLONGONG,MENH,1,11
0212857B,AimBig Employment WOLLONGONG,MUSK,0,5
0212892E,AimBig Employment GLENORCHY,AALL,0,12
0212892E,AimBig Employment HUONVILLE,AALL,0,4
0212892E,AimBig Employment HOBART,AALL,0,13
0212861J,AimBig Employment GLENORCHY,AALL,3,25
0212861J,AimBig Employment HUONVILLE,AALL,1,7
0212861J,AimBig Employment ROSNY PARK,AALL,1,12
0212861J,AimBig Employment HOBART,AALL,3,20
0212892E,AimBig Employment ROSNY PARK,AALL,1,18
0212865B,Aimbig Employment LAUNCESTON,AALL,2,18
0212893F,Aimbig Employment LAUNCESTON,AALL,2,8
0212869F,AimBig Employment DEVONPORT,MUSK,1,9
0212868E,AimBig Employment DEVONPORT,MENH,3,9
0212871K,AimBig Employment DUBBO,MUSK,0,2
0212870K,AimBig Employment DUBBO,MENH,0,10
0212872A,AimBig Employment ORANGE,MENH,1,9
0212873B,AimBig Employment ORANGE,MUSK,0,2
0212858C,AimBig Employment BENDIGO,AALL,4,35
0212858C,AimBig Employment MARYBOROUGH,AALL,0,7
0212894G,AimBig Employment MARYBOROUGH,AALL,0,5
0212894G,AimBig Employment BENDIGO,AALL,4,17
0212859D,AimBig Employment BALLARAT CENTRAL,MENH,2,24
0212860H,AimBig Employment BALLARAT CENTRAL,MUSK,0,5
0212862K,AimBig Employment CORIO,AALL,1,31
0212862K,AimBig Employment Pty Ltd GEELONG,AALL,0,2
0212895H,AimBig Employment CORIO,AALL,3,26
0212895H,AimBig Employment Pty Ltd GEELONG,AALL,0,1
0212864A,AimBig Employment WARRNAMBOOL,MUSK,1,4
0212863K,AimBig Employment WARRNAMBOOL,MENH,4,27
0212867D,AimBig Employment MILDURA,MUSK,0,2
0212866C,AimBig Employment MILDURA,MENH,1,11
